TALLA/EDAD NIÑOS Z DE 0 A 19 AÑOS,,,,,,,,TALLA/EDAD NIÑAS Z DE 0 A 19 AÑOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MES,SD3neg,SD2neg,SD1neg,SD0,SD1,SD2,,MES,SD3neg,-2 SD,-1 SD,Median,1 SD,2 SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.000,,135.879,143.024,150.169,157.314,164.460,,146.000,,138.467,145.331,152.195,159.059,165.923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.000,,136.380,143.553,150.726,157.899,165.072,,147.000,,138.914,145.788,152.663,159.537,166.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148.000,,136.884,144.087,151.290,158.493,165.696,,148.000,,139.349,146.235,153.121,160.006,166.892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149.000,,137.399,144.631,151.862,159.094,166.326,,149.000,,139.777,146.673,153.568,160.463,167.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150.000,,137.921,145.182,152.442,159.703,166.964,,150.000,,140.196,147.100,154.004,160.908,167.812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151.000,,138.452,145.741,153.030,160.319,167.607,,151.000,,140.605,147.517,154.429,161.341,168.253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152.000,,138.986,146.305,153.623,160.942,168.261,,152.000,,141.006,147.924,154.842,161.761,168.679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153.000,,139.531,146.877,154.222,161.568,168.914,,153.000,,141.393,148.318,155.244,162.169,169.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154.000,,140.077,147.451,154.826,162.200,169.575,,154.000,,141.769,148.701,155.633,162.565,169.497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155.000,,140.629,148.031,155.433,162.835,170.236,,155.000,,142.138,149.074,156.010,162.946,169.883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156.000,,141.187,148.615,156.043,163.470,170.898,,156.000,,142.492,149.433,156.375,163.316,170.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157.000,,141.747,149.200,156.654,164.107,171.561,,157.000,,142.838,149.782,156.727,163.671,170.616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158.000,,142.307,149.786,157.266,164.746,172.225,,158.000,,143.172,150.120,157.067,164.014,170.961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159.000,,142.867,150.372,157.878,165.383,172.888,,159.000,,143.496,150.445,157.394,164.343,171.291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160.000,,143.428,150.957,158.487,166.017,173.547,,160.000,,143.805,150.756,157.708,164.660,171.612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161.000,,143.989,151.542,159.094,166.646,174.198,,161.000,,144.105,151.058,158.010,164.963,171.915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162.000,,144.544,152.120,159.696,167.272,174.848,,162.000,,144.395,151.347,158.300,165.252,172.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163.000,,145.098,152.696,160.294,167.892,175.490,,163.000,,144.673,151.625,158.577,165.529,172.481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164.000,,145.650,153.268,160.886,168.504,176.122,,164.000,,144.941,151.892,158.842,165.793,172.744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165.000,,146.197,153.834,161.472,169.110,176.747,,165.000,,145.194,152.145,159.096,166.047,172.998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166.000,,146.737,154.394,162.050,169.707,177.364,,166.000,,145.441,152.389,159.338,166.287,173.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167.000,,147.269,154.945,162.621,170.296,177.972,,167.000,,145.677,152.623,159.569,166.515,173.461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168.000,,147.797,155.489,163.182,170.874,178.566,,168.000,,145.903,152.846,159.789,166.732,173.675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169.000,,148.318,156.025,163.732,171.439,179.146,,169.000,,146.120,153.059,159.998,166.937,173.877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170.000,,148.827,156.549,164.272,171.994,179.717,,170.000,,146.324,153.261,160.197,167.134,174.070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171.000,,149.328,157.064,164.799,172.535,180.271,,171.000,,146.522,153.454,160.386,167.318,174.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172.000,,149.818,157.566,165.314,173.063,180.811,,172.000,,146.711,153.638,160.564,167.491,174.418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173.000,,150.299,158.058,165.816,173.575,181.334,,173.000,,146.888,153.810,160.733,167.656,174.579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174.000,,150.769,158.537,166.305,174.073,181.841,,174.000,,147.059,153.976,160.893,167.809,174.726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175.000,,151.226,159.003,166.780,174.557,182.334,,175.000,,147.219,154.131,161.043,167.955,174.867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176.000,,151.671,159.456,167.242,175.027,182.812,,176.000,,147.374,154.279,161.184,168.090,174.995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177.000,,152.108,159.899,167.690,175.481,183.272,,177.000,,147.518,154.418,161.318,168.217,175.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178.000,,152.534,160.330,168.126,175.921,183.717,,178.000,,147.655,154.549,161.442,168.336,175.230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179.000,,152.947,160.748,168.548,176.349,184.149,,179.000,,147.785,154.672,161.560,168.447,175.334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180.000,,153.350,161.154,168.958,176.762,184.566,,180.000,,147.911,154.790,161.669,168.548,175.427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181.000,,153.744,161.549,169.355,177.160,184.966,,181.000,,148.028,154.900,161.772,168.644,175.516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182.000,,154.126,161.933,169.739,177.545,185.351,,182.000,,148.138,155.003,161.867,168.732,175.597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183.000,,154.497,162.304,170.110,177.916,185.723,,183.000,,148.239,155.098,161.956,168.815,175.674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184.000,,154.857,162.662,170.468,178.274,186.079,,184.000,,148.337,155.188,162.039,168.890,175.741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185.000,,155.205,163.009,170.814,178.618,186.423,,185.000,,148.431,155.273,162.116,168.959,175.802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186.000,,155.542,163.344,171.147,178.949,186.752,,186.000,,148.519,155.353,162.188,169.023,175.857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187.000,,155.871,163.670,171.468,179.266,187.065,,187.000,,148.599,155.427,162.254,169.082,175.910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188.000,,156.187,163.982,171.777,179.573,187.368,,188.000,,148.678,155.497,162.315,169.134,175.953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189.000,,156.495,164.285,172.075,179.865,187.654,,189.000,,148.749,155.560,162.372,169.183,175.995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190.000,,156.793,164.577,172.361,180.144,187.928,,190.000,,148.816,155.620,162.424,169.228,176.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191.000,,157.077,164.856,172.634,180.413,188.192,,191.000,,148.883,155.677,162.472,169.266,176.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192.000,,157.353,165.125,172.897,180.668,188.440,,192.000,,148.942,155.729,162.516,169.302,176.089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193.000,,157.619,165.383,173.147,180.911,188.675,,193.000,,148.999,155.777,162.556,169.335,176.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194.000,,157.875,165.630,173.386,181.141,188.897,,194.000,,149.053,155.823,162.593,169.364,176.134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195.000,,158.119,165.866,173.613,181.359,189.106,,195.000,,149.103,155.866,162.628,169.390,176.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196.000,,158.354,166.091,173.828,181.565,189.302,,196.000,,149.152,155.906,162.659,169.413,176.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197.000,,158.578,166.305,174.032,181.759,189.486,,197.000,,149.196,155.942,162.689,169.436,176.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198.000,,158.792,166.509,174.225,181.942,189.658,,198.000,,149.240,155.978,162.716,169.455,176.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199.000,,158.996,166.702,174.407,182.112,189.818,,199.000,,149.280,156.011,162.742,169.474,176.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200.000,,159.191,166.885,174.578,182.272,189.966,,200.000,,149.322,156.045,162.767,169.489,176.212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201.000,,159.376,167.058,174.739,182.421,190.102,,201.000,,149.360,156.075,162.790,169.506,176.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202.000,,159.552,167.221,174.890,182.559,190.227,,202.000,,149.400,156.106,162.813,169.519,176.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203.000,,159.715,167.373,175.030,182.688,190.345,,203.000,,149.436,156.135,162.834,169.533,176.232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204.000,,159.873,167.517,175.161,182.805,190.449,,204.000,,149.471,156.163,162.854,169.546,176.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205.000,,160.022,167.652,175.282,182.912,190.542,,205.000,,149.506,156.190,162.874,169.559,176.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206.000,,160.160,167.778,175.395,183.013,190.630,,206.000,,149.539,156.216,162.894,169.571,176.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207.000,,160.294,167.897,175.500,183.102,190.705,,207.000,,149.573,156.242,162.912,169.582,176.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208.000,,160.417,168.007,175.596,183.185,190.774,,208.000,,149.606,156.268,162.930,169.592,176.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209.000,,160.537,168.111,175.685,183.259,190.833,,209.000,,149.638,156.293,162.948,169.602,176.257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210.000,,160.648,168.207,175.767,183.327,190.887,,210.000,,149.667,156.316,162.965,169.614,176.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211.000,,160.752,168.298,175.843,183.389,190.934,,211.000,,149.699,156.340,162.982,169.623,176.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212.000,,160.852,168.382,175.913,183.444,190.975,,212.000,,149.727,156.363,162.998,169.634,176.270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213.000,,160.946,168.462,175.978,183.494,191.010,,213.000,,149.758,156.386,163.014,169.643,176.271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214.000,,161.036,168.537,176.038,183.539,191.040,,214.000,,149.785,156.408,163.030,169.652,176.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215.000,,161.122,168.608,176.094,183.579,191.065,,215.000,,149.812,156.429,163.045,169.661,176.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216.000,,161.204,168.675,176.145,183.615,191.086,,216.000,,149.842,156.451,163.060,169.668,176.277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217.000,,161.280,168.736,176.192,183.649,191.105,,217.000,,149.868,156.470,163.073,169.676,176.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218.000,,161.355,168.796,176.237,183.678,191.118,,218.000,,149.893,156.489,163.086,169.683,176.280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219.000,,161.425,168.851,176.278,183.704,191.131,,219.000,,149.917,156.507,163.098,169.689,176.280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220.000,,161.492,168.904,176.316,183.729,191.141,,220.000,,149.940,156.524,163.109,169.694,176.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221.000,,161.556,168.954,176.352,183.750,191.148,,221.000,,149.959,156.539,163.119,169.699,176.280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222.000,,161.622,169.003,176.385,183.767,191.149,,222.000,,149.980,156.554,163.128,169.702,176.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.000,,161.678,169.047,176.416,183.785,191.154,,223.000,,150.000,156.568,163.136,169.703,176.271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.000,,161.737,169.091,176.445,183.800,191.154,,224.000,,150.015,156.579,163.142,169.705,176.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225.000,,161.793,169.133,176.472,183.812,191.151,,225.000,,150.033,156.590,163.147,169.704,176.261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226.000,,161.848,169.173,176.498,183.822,191.147,,226.000,,150.047,156.599,163.151,169.703,176.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227.000,,161.898,169.210,176.521,183.833,191.144,,227.000,,150.062,156.608,163.153,169.699,176.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228.000,,161.947,169.245,176.543,183.841,191.140,,228.000,,150.073,156.614,163.155,169.696,176.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
